Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Bahrain,BHR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,41507.01,43131.83,45927.52,48028.99,48874.51,49347.79,50244.29,51155.76,54408.02,..,..,..
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,21.465302946925,22.1841250870451,22.8688416095137,23.0965713649406,22.4497152279278,21.4977927317277,20.9484402478251,20.7144970215284,22.2573732354965,..,..,..
Bangladesh,BGD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.41,37.31,37.08,35.32,31.93,30.49,28.36,26.88,24.75,..,..,..
Bangladesh,BGD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,168957,172835,176776.3,181854.5,192176.2,193958.7,203075.9,208004.1,215942.7,..,..,..
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.362305012205996,0.381310753694003,0.393401579673962,0.409264352177523,0.457416207311664,0.465529311942064,0.490403955984415,0.509798278460495,0.548203063745619,..,..,..
Barbados,BRB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.66,4.21,3.51,3.44,3.16,3.49,5.13,5.79,4.31,..,..,..
Barbados,BRB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,4173.752,4550.591,3887.132,3728.607,3740.448,3781.224,3687.714,3760.876,3793.393,..,..,..
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.40195872022535,7.68082202196258,5.20531667057953,4.57838576108226,4.55644537781885,4.62434819432332,4.21463033737244,4.41838763193272,4.46131058605182,..,..,..
Belarus,BLR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.52,7.25,6.97,6.69,6.83,6.74,7.29,7.22,7.83,..,..,..
Belarus,BLR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,88097.03,89626.18,90112.99,89288.45,84740,83891.27,85377.9,88207.33,86834.95,..,..,..
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.1882275625914,6.34480158224404,6.35273319636721,6.29694719223074,5.79429866116708,5.82323297018738,5.92082303933327,6.24525296423215,6.1224715114762,..,..,..
Belgium,BEL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.66,7.67,8.22,9.13,9.37,9.2,9.64,10.66,10.21,..,..,..
Belgium,BEL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,113131.6,111910.4,112891.2,106510.4,111425.6,110377.6,108311.6,109056.5,108064.9,..,..,..
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.74070415420396,8.5775261791465,8.65514628151836,8.04147039309373,8.43801189903032,8.3151699760189,8.15142963288949,8.19636452229945,8.09545320820473,..,..,..
Belize,BLZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,44.36,50.07,40.99,37.47,30.34,33.38,36.25,34.64,29.09,..,..,..
Belize,BLZ,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1430.633,1403.505,1291.631,1278.563,1479.332,1490.85,1493.059,1482.139,1545.762,..,..,..
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.03011488811609,1.9800687713427,1.32844775565149,1.37454411284715,1.87845088934646,1.77614187355198,1.71980794944128,1.65311752419739,1.64432850589188,..,..,..
Benin,BEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,48.7,50.33,51.97,51.05,49.94,45.42,45.38,43.97,46.47,..,..,..
Benin,BEN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,10547.07,10526.99,11163.72,11697.1,12119.52,13819.22,13974.04,15090.01,15016.64,..,..,..
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.478348573672836,0.443845154791085,0.453634928841865,0.488570533867478,0.503586323811604,0.598485713029697,0.59276804360935,0.621748353925818,0.593981795938373,..,..,..
Bermuda,BMU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.42,0.44,1.47,0.43,0.55,1.09,0.64,0.67,0.84,..,..,..
Bermuda,BMU,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,89.01,87.32,86.7,86.54,86.68,85.02,83.63,82.22,82.27,..,..,..
Bhutan,BTN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1259.446,1305.263,1337.126,1341.264,1386.158,1557.96,1607.121,1678.873,1675.716,..,..,..
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.828507382968075,0.891221598984948,0.914954128817968,0.956193802734272,1.03299725269551,1.24132890347724,1.28101190153428,1.38000986752325,1.37310266737376,..,..,..
Bolivia,BOL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.54,12.8,12.06,10.55,8.02,7.95,7.27,7.37,8.67,..,..,..
Bolivia,BOL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,50825.48,52624.11,54952.34,56202.72,57540.41,59791.07,60180.58,60249.52,60785.47,..,..,..
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.59815379512951,1.64827809160471,1.74453980783832,1.8695543010173,1.87171694355814,1.95420142830317,1.98903715288129,2.00101577466172,1.8969264216844,..,..,..
Bosnia and Herzegovina,BIH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.16,15.28,19.48,23.68,25.28,23.03,18.52,35.4,37.02,..,..,..
Bosnia and Herzegovina,BIH,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,29176.29,27390.82,27184.57,24668.49,24885.65,27466.87,27734.79,27747.59,26230.78,..,..,..
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.34178452220087,5.97658267775681,6.03937627554934,5.45878711914755,5.56574821157192,6.41803787777371,6.59180872708267,6.64683604651471,6.26858423708555,..,..,..
Botswana,BWA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.41,27.55,26.36,25.38,25.58,26.13,26.12,25.76,25.57,..,..,..
Botswana,BWA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,25805.66,13099.92,14048.5,12766.47,12193.27,11095.76,14886.56,12677.7,11003.76,..,..,..
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.81971399746115,1.5695025110036,2.44513272580164,3.09192452937034,3.01618057836056,2.81808659692843,3.05366385770909,2.98387580367046,2.90134584042418,..,..,..
Brazil,BRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.26,43.49,42.32,41.71,43.62,45.46,45.33,46.95,47.57,..,..,..
Brazil,BRA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1010712,1049937,1080708,1118100,1095301,1063567,1079305,1046575,1057259,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.11067771312325,2.27141718351636,2.41344604124948,2.51459146813631,2.36536013363926,2.16125936406967,2.18937093870573,2.0649751983417,2.05067522030747,..,..,..
British Virgin Islands,VGB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.89,0.91,0.97,1,1,1.01,1.23,1.26,1.23,..,..,..
British Virgin Islands,VGB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,..,..,..
Brunei Darussalam,BRN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9483.271,9451.683,9237.888,9131.403,8391.932,9033.745,9503.619,9812.384,9296.374,..,..,..
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,18.2629898432402,17.9507862106956,17.5097521994064,16.9931550247686,15.1806794372587,16.358211618004,16.9428459872268,17.3623104307419,15.9484805318139,..,..,..
Bulgaria,BGR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.22,15.63,18.24,17.15,17.85,17.71,17.12,19.6,19.34,..,..,..
Bulgaria,BGR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,62844.26,57106.48,51956.02,54543.95,57255.09,54193.29,56429.91,53228.67,51283.43,..,..,..
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.75495160259586,6.16257736225904,5.45906018005221,5.82153390574504,6.2073775238782,5.83441898521035,6.20196844323452,5.82177716644055,5.61130176334883,..,..,..
Burkina Faso,BFA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.57,77.18,75.43,75.24,72.71,72.27,69.08,66.97,64.85,..,..,..
Burkina Faso,BFA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,24990.31,25703.4,26650.04,27152.52,28042.42,29419,30363.21,31150.55,32209.46,..,..,..
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.148187178059697,0.172054815396198,0.177575841974171,0.174833661184285,0.197686518001718,0.192135113707568,0.215317129211149,0.229013065101703,0.23882618443359,..,..,..
Burundi,BDI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,91.65,91.45,91.08,91.28,91.15,89.52,88.12,85.58,84.77,..,..,..
Burundi,BDI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3119.105,3199.02,3599.048,3587.4,3616.525,4002.196,4617.273,4870.014,4559.564,..,..,..
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0382720197365979,0.0373896978391766,0.0380823752556387,0.0357811446364539,0.0374423844995893,0.0406894152582968,0.0471279294610336,0.0596094896302875,0.0606930385071358,..,..,..
Cabo Verde,CPV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,20.78,24.26,25.94,26.11,26.35,24.62,22.87,22.93,22.19,..,..,..
Cabo Verde,CPV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,726.807,692.184,672.969,669.78,676.657,722.501,747.095,773.613,808.743,..,..,..
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.07502829271252,0.990889065379947,0.937141163833018,0.916172840410492,0.911682356392824,0.977804202767222,1.04043869058366,1.07247523643125,1.1183127393723,..,..,..
Cambodia,KHM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,63.99,64.36,64.97,63.7,60.63,58.01,56.25,56.38,53.36,..,..,..
Cambodia,KHM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,29108.32,28708,28694.35,29451.44,31141.81,34158.02,36897.86,38728.72,40061.12,..,..,..
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.368035016057832,0.383718004901722,0.382514750478394,0.456727603783544,0.546949078655501,0.708268456939398,0.801380154710891,0.909690077613824,0.998127685367231,..,..,..
Cameroon,CMR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.61,78.53,77.6,76.79,78.06,78.78,79.17,79.25,79.41,..,..,..
Cameroon,CMR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,83347,83793.74,85416.98,86550.24,87952.87,89084.81,88959.15,89923.55,90124.86,..,..,..
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.333079480712702,0.326934023256376,0.348816730111844,0.369881322903543,0.367684793830314,0.382854320854366,0.37602721842633,0.382326304125491,0.365719311524116,..,..,..
Canada,CAN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,21.84,22.17,22.44,22.49,22.69,22.05,22.47,21.99,22.11,..,..,..
Canada,CAN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,686500.6,686650.5,698684,706322.4,704481.4,704747.6,721006.2,737993,736928.2,..,..,..
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.9958430170794,15.7344185907436,15.8384296829737,15.8498209591072,15.6486076708373,15.4205347752517,15.5446362420535,15.6505243587199,15.4306867089188,..,..,..
Cayman Islands,CYM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,..,..,..
Cayman Islands,CYM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,93.33,93.07,95.08,94.82,92.86,92.11,91.58,91.42,91.26,..,..,..
Central African Republic,CAF,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,22799.66,19915.57,21100.97,20645.51,21009.23,22856.7,21352.63,21908.22,19725.46,..,..,..
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0410606713155602,0.0415644838189716,0.0253205253675849,0.0274030608906432,0.0385323031216145,0.0423312616979363,0.0447691805518837,0.0452031294776222,0.0465703419483987,..,..,..
Chad,TCD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,82.37,79.73,76.45,76.86,77.35,77.77,78.27,77.7,77.79,..,..,..
Chad,TCD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,53992.38,57471.6,60093.44,62755.65,68120.83,72233.02,74242.32,78834.75,81648.97,..,..,..
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0889827102883405,0.145593389712163,0.165415654631398,0.165020019528184,0.168716674089908,0.151259697990452,0.142252187541678,0.140398007973489,0.139376119327835,..,..,..
Channel Islands,CHI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.79,30.31,30.23,26.95,25.07,24.55,24.11,25.46,25.26,..,..,..
Chile,CHL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,98096.15,100542.5,103821.7,96454.36,102127.5,106589.8,107511.7,107691.5,113018.9,..,..,..
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.45280082368416,4.52160278209186,4.74008312428523,4.3285934591455,4.60127752890802,4.78282341968778,4.74028009899733,4.63098315905986,4.79894282854815,..,..,..
China,CHN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.34,11.53,11.45,11.94,12.18,12.56,13.13,13.71,14.45,..,..,..
China,CHN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,11098190,11385460,11878030,11938030,11818470,11800830,12035270,12471090,12705090,..,..,..
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.9013475485768,7.04618037350741,7.32414835245445,7.29423556339568,7.14644963981853,7.11538201024651,7.23098519927089,7.48733211668425,7.60593715481142,..,..,..
Colombia,COL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.91,28.9,32.29,32.38,31.6,30.74,32.53,30.72,30.72,..,..,..
Colombia,COL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,165079.9,163946.5,170901,174362.9,175226.2,178211.3,173311.5,181521.1,187338.9,..,..,..
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.52502271132212,1.52231368649672,1.66234085306154,1.69676485557516,1.70263504067765,1.73612266672658,1.55091020535774,1.59490963738612,1.61472979894597,..,..,..
Comoros,COM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,69.35,67.85,62.51,66.02,64.17,60.5,56.42,55.01,53.43,..,..,..
Comoros,COM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,416.576,435.206,472.626,459.609,477.61,518.513,586.295,617.621,642.765,..,..,..
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.223856874868484,0.235336051408729,0.276954444782833,0.242369285710288,0.25636250095862,0.293742428628094,0.368403915637341,0.391723441446942,0.404811210312193,..,..,..
"Congo, Dem. Rep.",COD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,96.21,95.47,93.92,92.87,95.82,97.03,96.7,96.38,96.24,..,..,..
"Congo, Dem. Rep.",COD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,48644.53,47366.22,50856.45,52793.77,52542.34,52452.48,55500.47,53899.46,55004.82,..,..,..
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0439433708048075,0.0398223214302063,0.0539000662686987,0.0675486326218718,0.0410822170168305,0.029732419887336,0.0337552149879134,0.0358479138561505,0.0357013795049523,..,..,..
"Congo, Rep.",COG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.62,65.3,62.47,62.23,64.15,67.61,69.73,69.34,68.67,..,..,..
"Congo, Rep.",COG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,16077.4,15460.71,15151.89,14561.5,15250.72,14968.42,15421.62,18021.27,19197.98,..,..,..
